name,view,country,pol,lang,url,stat,status
refinery29.uk,"225 Broadway, New York, New York, U.S.[1]",United States,No, ,https://en.wikipedia.org/wiki/Refinery29,,Success
muskogeephoenix.com,"214 Wall StreetMuskogee, Oklahoma 74401 United States",United States,No, ,https://en.wikipedia.org/wiki/Muskogee_Phoenix,,Success
dailycommercial.com,"212 East Main StreetLeesburg, Florida 34749US",United States,No, ,https://en.wikipedia.org/wiki/Daily_Commercial,,Success
theridernews.com,"2083 Lawrenceville Road Lawrenceville, NJ 08648",United States,No, ,https://en.wikipedia.org/wiki/The_Rider_News,,Success
photos.pennlive.com,"1900 Patriot DriveMechanicsburg, Pennsylvania United States",United States,No, ,https://en.wikipedia.org/wiki/The_Patriot-News,,Success
gazettetimes.com,"1835 NW Circle Blvd.Corvallis, Oregon 97330United States",United States,No, ,https://en.wikipedia.org/wiki/Corvallis_Gazette-Times,,Success
currypilot.com,"15957 Highway 101 S., Brookings OR 97415",United States,No, ,https://en.wikipedia.org/wiki/Curry_Coastal_Pilot,,Success
paisano-online.com,"14526 Roadrunner Way, San Antonio, Texas United States",United States,No, ,https://en.wikipedia.org/wiki/The_Paisano,,Success
dailycampus.com,"1266 Storrs Road Storrs, CT 06269",United States,No, ,https://en.wikipedia.org/wiki/The_Daily_Campus,,Success
eenews.net,"122 C Street NW, 7th floor, Washington, D.C., US",United States,No, ,https://en.wikipedia.org/wiki/Environment_%26_Energy_Publishing,,Success
apps.npr.org,"1111 North Capitol Street NE, Washington, D.C. Culver City, California",United States,No, ,https://en.wikipedia.org/wiki/NPR,,Success
yourhoustonnews.com,"102 South ShaverPasadena, TX 77506USA",United States,No, ,https://en.wikipedia.org/wiki/The_Lake_Houston_Sentinel,,Success
newtimesslo.com,"1010 Marsh Street, San Luis Obispo, California 93401 United States",United States,No, ,https://en.wikipedia.org/wiki/New_Times_(weekly),,Success
timesrepublican.com, ,United States,No, ,"https://en.wikipedia.org/wiki/Marshalltown,_Iowa",,Success
chattanoogapulse.com, ,United States,No, ,"https://en.wikipedia.org/wiki/Chattanooga,_Tennessee",,Success
kaplanherald.com, ,United States,No, ,"https://en.wikipedia.org/wiki/Kaplan,_Louisiana",,Success
pressandguide.com, ,United States,No, ,"https://en.wikipedia.org/wiki/Dearborn,_Michigan",,Success
marketplace.tampabay.com, ,United States,No, ,"https://en.wikipedia.org/wiki/St._Petersburg,_Florida",,Success
grandcoulee.com, ,United States,No, ,https://en.wikipedia.org/wiki/Grand_Coulee_Dam,,Success
stcdio.org, ,United States,No, ,https://en.wikipedia.org/wiki/Roman_Catholic_Diocese_of_Saint_Cloud,,Success
kemmerergazette.com, ,United States,No, ,"https://en.wikipedia.org/wiki/Kemmerer,_Wyoming",,Success
thevwindependent.com, ,United States,No, ,"https://en.wikipedia.org/wiki/Van_Wert,_Ohio",,Success
themichigancatholic.org, ,United States,No, ,https://en.wikipedia.org/wiki/Roman_Catholic_Archdiocese_of_Detroit,,Success
autoweek.com, ,United States,No, ,https://en.wikipedia.org/wiki/Autoweek,,Success
thesportsquotient.com, ,United States,No, ,https://en.wikipedia.org/wiki/Robert_Hess_(chess_player),,Success
paysonroundup.com, ,United States,No, ,"https://en.wikipedia.org/wiki/Payson,_Arizona",,Success
eu.gainesville.com, ,United States,No, ,"https://en.wikipedia.org/wiki/Gainesville,_Florida",,Success
paysonroundup.com, ,United States,No, ,"https://en.wikipedia.org/wiki/Payson,_Arizona",,Success
elpitazo.com,Venezuela,Venezuela,No, ,https://en.wikipedia.org/wiki/El_Pitazo,,Success
en.alalam.ir,Tehran,Iran,No,Arabic,https://en.wikipedia.org/wiki/Al-Alam_News_Network,,Success
alsharq.net.sa,Doha,Qatar,Pro-government,Arabic,https://en.wikipedia.org/wiki/Al_Sharq,,Success
elbayan.co,"Sheikh Zayed Road, Dubai, United Arab Emirates",United Arab Emirates,Pro-government,Arabic,https://en.wikipedia.org/wiki/Al-Bayan_(newspaper),,Success
kanal3.bg,Sofia,Bulgaria,No,Bulgarian,https://en.wikipedia.org/wiki/Kanal_3,,Success
mysinchew.sinchew.com.my, ,Malaysia,No,Chinese,https://en.wikipedia.org/wiki/Sin_Chew_Daily,,Success
sonomasun.com,"Sonoma, California",United States,Democratic Party,English,https://en.wikipedia.org/wiki/Sonoma_Valley_Sun,,Success
coyotechronicle.net,"On the campus ofCal State San BernardinoSan Bernardino (pop. 209,631), California, United States",United States,Independent,English,https://en.everybodywiki.com/Coyote_Chronicle,,Success
news.shm.com.cn,"1 Denison St, North Sydney, New South Wales",Australia,No,English,https://en.wikipedia.org/wiki/The_Sydney_Morning_Herald,,Success
bellingencourier.com.au, ,Australia,No,English,https://en.wikipedia.org/wiki/The_Bellingen_Shire_Courier-Sun,,Success
theleader.com.au, ,Australia,No,English,https://en.wikipedia.org/wiki/St_George_and_Sutherland_Shire_Leader,,Success
farmweekly.com.au, ,Australia,No,English,https://en.wikipedia.org/wiki/Farm_Weekly,,Success
toacorn.com,"Thousand Oaks, CA",Canada,No,English,https://en.wikipedia.org/wiki/The_Acorn_(newspaper),,Success
woodstocksentinelreview.com,"210 Dundas St.London, OntarioN6A 5J3",Canada,No,English,https://en.wikipedia.org/wiki/Woodstock_Sentinel-Review,,Success
thatsmags.com,"Beijing, People's Republic of China",China,No,English,https://en.wikipedia.org/wiki/That%27s_Beijing,,Success
btvi.in,"New Delhi, India",India,No,English,https://en.wikipedia.org/wiki/BTVI,,Success
auto.hindustantimes.com,"18–20 Kasturba Gandhi Marg, New Delhi 110001, India",India,No,English,https://en.wikipedia.org/wiki/Hindustan_Times,,Success
imt.ie, ,Ireland,No,English,https://en.wikipedia.org/wiki/Irish_Medical_Times,,Success
nwww.koreaherald.com,"Huam-ro 4-gil 10 Herald Square, Yongsan-gu, Seoul, Republic of Korea",Korea,No,English,https://en.wikipedia.org/wiki/The_Korea_Herald,,Success
demingheadlight.com,"Deming, New Mexico",Mexico,No,English,https://en.wikipedia.org/wiki/Deming_Headlight,,Success
news.mit.edu, ,No,No,English,https://en.wikipedia.org/wiki/MIT_News,,Success
jewishbusinessnews.com, ,No,No,English,https://en.wikipedia.org/wiki/Jewish_Business_News,,Success
etownian.com, ,No,No,English,https://en.wikipedia.org/wiki/ETown,,Success
gold1043.com.au, ,No,No,English,https://en.wikipedia.org/wiki/Gold_104.3,,Success
media.weei.com, ,No,No,English,https://en.wikipedia.org/wiki/WEEI-FM,,Success
southernhighlandnews.com.au, ,No,No,English,https://en.wikipedia.org/wiki/Southern_Highland_News,,Success
driffieldtoday.co.uk, ,No,No,English,https://en.wikipedia.org/wiki/Driffield_Times,,Success
wcpn.ideastream.org, ,No,No,English,https://en.wikipedia.org/wiki/WCPN,,Success
belfastmedia.com, ,Northern Ireland,No,English,https://en.wikipedia.org/wiki/Andersonstown_News,,Success
autocar.co.uk, ,United Kingdom,No,English,https://en.wikipedia.org/wiki/Autocar_(magazine),,Success
eu.daily-times.com, ,United Kingdom,No,English,https://en.wikipedia.org/wiki/The_European_(newspaper),,Success
esquire.co.uk, ,United Kingdom,No,English,https://en.wikipedia.org/wiki/Esquire_(UK_Edition),,Success
flathatnews.com,"Williamsburg, Virginia",United States,No,English,https://en.wikipedia.org/wiki/The_Flat_Hat,,Success
thetechtalk.org,"Ruston, Louisiana",United States,No,English,https://en.wikipedia.org/wiki/The_Tech_Talk,,Success
thestarpress.com,"Muncie, Indiana, United States",United States,No,English,https://en.wikipedia.org/wiki/The_Star_Press,,Success
newsblaze.com,"Irving, Texas",United States,No,English,https://en.wikipedia.org/wiki/Blaze_Media,,Success
pottsmerc.com,"Exton, Pennsylvania",United States,No,English,https://en.wikipedia.org/wiki/The_Mercury_(Pennsylvania),,Success
lancasterfarming.com,"Ephrata, Pennsylvania",United States,No,English,https://en.wikipedia.org/wiki/Lancaster_Farming,,Success
bowdoinorient.com,"Brunswick, Maine",United States,No,English,https://en.wikipedia.org/wiki/The_Bowdoin_Orient,,Success
cnabc.com,"900 Sylvan Ave, Englewood Cliffs, New Jersey, United States",United States,No,English,https://en.wikipedia.org/wiki/CNBC,,Success
lawweekcolorado.com,"560 Cherokee Street Denver, CO 80204",United States,No,English,https://en.wikipedia.org/wiki/Law_Week_Colorado,,Success
pleasantonweekly.com,"5506 Sunol Boulevard, Suite 203, Pleasanton, California",United States,No,English,https://en.wikipedia.org/wiki/Pleasanton_Weekly,,Success
lufkindailynews.com,"300 EllisLufkin, TX 75904United States",United States,No,English,https://en.wikipedia.org/wiki/The_Lufkin_Daily_News,,Success
miaminewtimes.com,"2750 NW 3rd Ave.Miami, Florida, 33127United States",United States,No,English,https://en.wikipedia.org/wiki/Miami_New_Times,,Success
theaggie.org,"25 Lower Freeborn UC DavisDavis, CAUnited States",United States,No,English,https://en.wikipedia.org/wiki/The_California_Aggie,,Success
santafenewmexican.com,"202 East Marcy Street.Santa Fe, NM 87501United States",United States,No,English,https://en.wikipedia.org/wiki/The_Santa_Fe_New_Mexican,,Success
santafenewmexican.com,"202 East Marcy Street.Santa Fe, NM 87501United States",United States,No,English,https://en.wikipedia.org/wiki/The_Santa_Fe_New_Mexican,,Success
valley.newhavenindependent.org,"158 Main St., Suite 305 Ansonia, Connecticut 06401 United States",United States,No,English,https://en.wikipedia.org/wiki/Valley_Independent_Sentinel,,Success
washingtonian.com, ,United States,No,English,https://en.wikipedia.org/wiki/Washingtonian_(magazine),,Success
hickoryrecord.com, ,United States,No,English,https://en.wikipedia.org/wiki/Hickory_Daily_Record,,Success
hauteliving.com, ,United States,No,English,https://en.wikipedia.org/wiki/Haute_Living,,Success
texasobserver.org, ,United States,No,English,https://en.wikipedia.org/wiki/The_Texas_Observer,,Success
uk.pcmag.com, ,United States,No,English,https://en.wikipedia.org/wiki/PCMag,,Success
firstthings.com, ,United States,No,English,https://en.wikipedia.org/wiki/First_Things,,Success
sdcexec.com, ,United States,No,English,https://en.wikipedia.org/wiki/Supply_%26_Demand_Chain_Executive,,Success
mentalfloss.com, ,United States,No,English,https://en.wikipedia.org/wiki/Mental_Floss,,Success
libertyunbound.com, ,United States,No,English,https://en.wikipedia.org/wiki/Liberty_(libertarian_magazine),,Success
artnews.com, ,United States,No,English,https://en.wikipedia.org/wiki/ARTnews,,Success
pulse2.com, ,United States,No,English,https://en.wikipedia.org/wiki/Pulse_2:_Afterlife,,Success
vegnews.com, ,United States,No,English,https://en.wikipedia.org/wiki/VegNews,,Success
radioworld.com, ,United States,No,English,https://en.wikipedia.org/wiki/Radio_World,,Success
archaeology.org, ,United States,No,English,https://en.wikipedia.org/wiki/Archaeology_(magazine),,Success
harpersbazaar.co.uk, ,United States,No,English,https://en.wikipedia.org/wiki/Harper%27s_Bazaar,,Success
winonadailynews.com,"902 E. 2nd St. Suite 110Winona, MN 55987 United States",United States,No,English,https://en.wikipedia.org/wiki/Winona_Daily_News,,Success
observernewsonline.com,"309 N. College AvenueNewton, North Carolina 28658",United States,No,English,https://en.wikipedia.org/wiki/The_Observer-News-Enterprise,,Success
automobilemag.com, ,United States,No,English,https://en.wikipedia.org/wiki/Automobile_(magazine),,Success
thebusinesstimes.com, ,No,Pro-business,English,https://en.wikipedia.org/wiki/Business_Times_(Singapore),,Success
ledroit.com,"47 Clarence StreetSuite 222Ottawa, OntarioK1N 9K1",Canada,No,French,https://en.wikipedia.org/wiki/Le_Droit,,Success
monacomatin.mc,"27, Boulevard d'Italie, Monaco",Monaco,No,French,https://en.wikipedia.org/wiki/Monaco-Matin,,Success
new.sudradio.fr, ,No,No,French,https://en.wikipedia.org/wiki/Sud_Radio,,Success
bzbasel.ch,"Liestal, Basel-Landschaft, Switzerland",Switzerland,No,German,https://en.wikipedia.org/wiki/Basellandschaftliche_Zeitung,,Success
elbashayernews.com,"Global HQ:Tel Aviv, IsraelNorth American HQ:New York City",Israel,"Centre-left, Liberalism","Hebrew, English",https://en.wikipedia.org/wiki/Haaretz,,Success
magyarnemzet.hu, ,No,national conservative,Hungarian,https://en.wikipedia.org/wiki/Magyar_Nemzet,,Success
news.analisadaily.com,"Jalan Ahmad Yani No. 35-49, Medan, North Sumatra 20111, Indonesia",Indonesia,No,Indonesian,https://en.wikipedia.org/wiki/Analisa,,Success
mediamagelang.pikiran-rakyat.com,"Bandung, West Java",Indonesia,No,Indonesian,https://en.wikipedia.org/wiki/Pikiran_Rakyat,,Success
fixpalembang.pikiran-rakyat.com,"Bandung, West Java",Indonesia,No,Indonesian,https://en.wikipedia.org/wiki/Pikiran_Rakyat,,Success
insulteng.pikiran-rakyat.com,"Bandung, West Java",Indonesia,No,Indonesian,https://en.wikipedia.org/wiki/Pikiran_Rakyat,,Success
lifestyle.kompas.com,Kompas Gramedia BuildingJl. Palmerah Selatan 22–28 Central Jakarta 10270,Indonesia,Secular,Indonesian,https://en.wikipedia.org/wiki/Kompas,,Success
catanzaro.gazzettadelsud.it,"Messina, Italy",Italy,Independent,Italian,https://en.wikipedia.org/wiki/Gazzetta_del_Sud,,Success
theurbanpolitico.com, ,South Korea,No,Korean,"https://en.wikipedia.org/wiki/301,_302",,Success
nezavisen.mk,Vasil Gjorgov 16,North Macedonia,No,"Macedonian, English",https://en.wikipedia.org/wiki/Nezavisen_Vesnik,,Success
donya-e-eqtesad.com,"Tehran, Iran",Iran,Center-right,Persian,https://en.wikipedia.org/wiki/Donya-e-Eqtesad,,Success
world.fakty.ua,"V. Vasylkivska str., 28-b, Kyiv, Ukraine",Ukraine,No,Russian,https://en.wikipedia.org/wiki/Fakty_i_Kommentarii,,Success
blogs.elespectador.com,"Calle 103 69B-43Bogotá, Colombia",Colombia,"Liberalism, Social liberalism",Spanish,https://en.wikipedia.org/wiki/El_Espectador,,Success
tycsports.com,"Buenos Aires, Argentina",Argentina,No,Spanish,https://en.wikipedia.org/wiki/TyC_Sports,,Success
hayderecho.expansion.com,Madrid,Spain,No,Spanish,https://en.wikipedia.org/wiki/Expansi%C3%B3n_(Spanish_newspaper),,Success
tiempodehoy.com, ,Spain,No,Spanish,https://en.wikipedia.org/wiki/Tiempo_(magazine),,Success
cronica.com.py,"Buenos Aires, Argentina",Argentina,Populism[1]Kirchnerism[2][3],Spanish,https://en.wikipedia.org/wiki/Cr%C3%B3nica_(newspaper),,Success
en.granma.cu,"Plaza de la Revolución, Havana, Cuba",Cuba,Cuba,"Spanish, English, French, Portuguese, Italian, German",https://en.wikipedia.org/wiki/Granma_(newspaper),,Success
cat.elpais.com,"Madrid, Spain",Spain,Center-left,"Spanish, Portuguese",https://en.wikipedia.org/wiki/El_Pa%C3%ADs,,Success
vivacolorado.com, ,United States,No,,https://en.wikipedia.org/wiki/Colorado,,Success
